ZINC_ID,Glide_5R8T,Glide_5R81,Glide_5REZ,Glide_5RF7,Glide_5RGI,Glide_5RH3,Glide_6LU7_2,Glide_7BUY
C94664432_P148388308,-3.631,-5.226,-4.495,-4.947,-4.53,-4.465,-5.383,-5.132
C88007801_P137663003,-3.839,-5.3,-4.789,-5.57,-4.603,-5.107,-5.233,-5.131
C86415627_P135291318,-4.979,-6.429,-5.617,-6.108,-4.894,-5.183,-5.004,-5.129
C86621888_P135594643,-4.805,-5.289,-5.462,-5.257,-5.024,-5.002,-5.508,-5.128
C16186681_P66138855,-4.033,-4.666,-4.451,-5.311,-3.277,-3.587,-4.63,-5.128
C33883748_P150973096,-5.136,-5.264,-6.029,-7.244,-4.212,-6.477,-5.307,-5.127
C61825935_P94724840,-5.018,-6.31,-5.779,-6.461,-5.123,-5.558,-5.396,-5.126
C84445546_P132139124,-5.115,-5.578,-5.025,-5.744,-4.83,-4.842,-6.055,-5.125
C24056308_P129254326,-4.782,-5.268,-5.024,-5.989,-5.35,-5.575,-4.89,-5.125
C88475313_P138386989,-4.388,-5.588,-4.819,-4.485,-4.015,-4.759,-4.399,-5.124
C85832322_P134381878,-4.335,-5.359,-5.047,-5.748,-5.632,-4.643,-5.236,-5.123
C37374451_P55570566,-4.419,-6.139,-5.616,-5.65,-4.896,-5.015,-5.138,-5.122
C86654825_P135656531,-4.754,-4.747,-4.054,-5.274,-4.43,-4.03,-4.579,-5.122
C01501096_P23936493,-4.25,-5.505,-5.418,-5.493,-4.54,-5.129,-5.19,-5.12
C69721373_P107412127,-3.775,-5.864,-3.884,-4.563,-4.126,-3.852,-5.513,-5.112
C86520131_P135453264,-4.589,-5.379,-5.165,-5.669,-4.459,-4.838,-4.694,-5.111
C34566341_P51295571,-5.15,-5.502,-5.119,-5.821,-4.877,-4.301,-5.525,-5.109
C90290152_P141143546,-5.122,-5.569,-5.165,-5.993,-5.21,-4.705,-6.051,-5.107
C83389918_P130419852,-4.832,-4.981,-4.73,-5.125,-4.318,-4.819,-5.64,-5.107
C01573081_P46801734,-5.678,-5.836,-6.448,-6.375,-5.573,-5.301,-5.735,-5.105
C54744631_P82395055,-4.738,-5.457,-4.93,-6.159,-4.586,-5.61,-5.959,-5.1
C94516803_P148158900,-4.158,-5.156,-5.16,-5.095,-2.958,-3.553,-4.024,-5.1
C51819979_P77625756,-4.108,-4.549,-4.7,-4.832,-4.937,-4.32,-4.789,-5.095
C60392927_P92288694,-4.539,-5.869,-5.839,-7.108,-5.47,-5.46,-4.728,-5.095
C71343257_P110308811,-4.317,-4.892,-4.786,-5.65,-4.547,-5.36,-5.228,-5.093
C49060867_P73287224,-4.927,-6.15,-5.018,-5.329,-4.142,-4.749,-5.561,-5.092
C00095077_P97665369,-4.465,-5.94,-4.487,-5.688,-4.815,-4.663,-5.005,-5.089
C08410281_P12723766,-4.495,-5.224,-5.618,-5.876,-4.828,-4.939,-5.15,-5.088
C35083235_P52073316,-4.25,-6.447,-5.364,-6.058,-4.75,-5.237,-5.65,-5.086
C44123123_P66657210,-4.114,-4.992,-4.459,-6.37,-4.857,-5.67,-5.386,-5.083
C70627592_P108945179,-4.846,-4.313,-5.226,-5.551,-5.228,-4.85,-5.552,-5.08
C86161490_P134921730,-4.485,-4.544,-4.624,-6.127,-4.298,-5.194,-5.479,-5.079
C36749701_P54621787,-5.503,-6.567,-6.283,-6.32,-5.519,-5.358,-6.305,-5.078
C97245008_P154001918,-4.332,-5.46,-5.543,-5.793,-5.227,-4.926,-5.409,-5.076
C83300809_P130222664,-3.764,-5.894,-4.921,-5.118,-3.546,-4.102,-5.373,-5.074
C87603053_P137022428,-4.501,-4.641,-5.027,-5.527,-4.833,-4.542,-5.288,-5.071
C88202946_P137931578,-4.303,-5.286,-4.933,-5.671,-4.043,-3.833,-5.008,-5.07
C05239550_P07749160,-5.617,-7.517,-5.931,-6.303,-5.63,-4.905,-6.099,-5.065
C02944916_P99107645,-4.95,-5.088,-5.814,-6.218,-5.146,-5.259,-5.482,-5.064
C51395130_P77003648,-4.954,-5.082,-4.35,-4.937,-5.7,-5.491,-4.427,-5.062
C42451475_P64201109,-4.585,-5.187,-5.499,-5.393,-5.019,-5.37,-4.855,-5.061
C70893248_P109442805,-4.296,-5.425,-5.612,-5.625,-4.139,-4.262,-5.282,-5.06
C80534964_P125766736,-5.533,-4.997,-5.368,-5.709,-5.697,-5.331,-4.803,-5.06
C48631315_P72689060,-4.688,-5.426,-4.704,-5.546,-5.245,-5.029,-4.974,-5.058
C86240810_P135043165,-5.233,-6.061,-5.639,-4.933,-4.378,-5.274,-4.376,-5.058
C09464896_P21171093,-3.914,-5.524,-6.626,-4.891,-4.682,-3.881,-4.974,-5.057
C12857087_P24320575,-5.088,-5.265,-4.876,-5.6,-5.074,-5.011,-5.066,-5.056
C92776473_P145222277,-4.931,-5.982,-5.583,-5.612,-5.327,-5.086,-5.918,-5.051
C94426840_P147981613,-5.441,-5.315,-5.621,-5.37,-4.453,-4.552,-5.791,-5.051
C90952815_P142281945,-5.013,-6.996,-6.369,-7.232,-5.393,-5.459,-6.09,-5.049
C82515203_P128953535,-4.792,-5.763,-5.425,-5.438,-5.224,-5.196,-5.387,-5.049
C69794500_P107520784,-4.464,-5.176,-4.609,-5.423,-4.167,-4.619,-5.307,-5.049
C54744181_P82394324,-4.428,-5.359,-4.678,-6.056,-4.5,-5.1,-6.375,-5.047
C82815150_P129458052,-4.945,-4.63,-4.969,-5.354,-3.515,-4.228,-4.652,-5.047
C84047758_P131530432,-3.609,-5.264,-5.743,-5.33,-4.305,-4.532,-4.443,-5.045
C86009981_P134729610,-4.715,-5.344,-5.524,-5.275,-4.56,-4.875,-5.291,-5.044
C05757897_P52286115,-5.657,-5.463,-5.142,-5.916,-5.712,-5.031,-5.447,-5.041
C28295538_P41658221,-4.445,-4.723,-4.809,-5.471,-3.113,-3.952,-5.438,-5.04
C97458113_P154367234,-4.202,-5.515,-5.117,-6.226,-4.89,-4.92,-5.41,-5.035
C79098987_P123482901,-5.123,-6.075,-5.57,-7.697,-5.824,-5.78,-6.128,-5.032
C35294470_P52369416,-4.653,-5.148,-4.993,-5.852,-4.582,-4.617,-6.027,-5.032
C13501256_P20792712,-3.934,-4.926,-5.342,-5.879,-3.21,-4.372,-4.203,-5.031
C86978903_P136175227,-4.212,-5.055,-4.812,-5.139,-3.433,-5.338,-4.225,-5.028
C91386587_P155034149,-4.247,-5.864,-4.837,-5.722,-4.505,-6.001,-5.894,-5.026
C91655780_P143471183,-5.255,-5.505,-5.516,-5.764,-4.754,-4.906,-4.93,-5.026
C69944913_P107814014,-4.971,-5.855,-5.979,-5.515,-4.822,-4.623,-4.815,-5.026
C92920397_P145473363,-4.861,-6.094,-6.306,-7.139,-4.891,-4.724,-6.16,-5.023
C87540898_P136930466,-4.662,-4.664,-4.884,-5.795,-4.433,-4.072,-4.651,-5.022
C38417645_P143536477,-4.803,-5.132,-5.042,-5.105,-5.017,-4.844,-4.996,-5.021
C37375519_P55571638,-4.78,-6.063,-6.213,-7.291,-5.591,-5.45,-5.065,-5.017
C91351319_P142912034,-4.034,-6.307,-5.706,-6.474,-3.593,-5.13,-4.984,-5.014
C70627630_P108945217,-4.8,-4.967,-5.486,-5.164,-5.017,-5.062,-5.45,-5.013
C54910462_P82663421,-5.427,-6.609,-5.538,-6.685,-5.784,-4.543,-6.031,-5.012
C86611392_P135587697,-4.957,-6.469,-5.3,-5.654,-5.054,-4.849,-5.475,-5.012
C91585474_P143326207,-4.723,-5.541,-5.454,-6.268,-5.237,-5.629,-5.059,-5.011
C35841029_P53203113,-4.788,-6.584,-6.658,-6.657,-4.844,-5.689,-6.223,-5.008
C70654458_P108994940,-4.504,-4.652,-4.659,-5.34,-4.708,-4.112,-5.38,-5.008
C85516013_P133839396,-4.515,-5.207,-5.486,-6.084,-4.729,-5.071,-5.231,-5.003
C71783807_P111243327,-4.374,-6.535,-6.172,-6.258,-6.216,-5.798,-6.462,-5.002
C42591595_P64410045,-4.567,-5.676,-5.216,-5.436,-5.005,-4.932,-5.393,-5
C50420786_P75415861,-5.493,-4.882,-5.243,-5.658,-5.71,-4.746,-4.786,-4.998
C94866224_P148698332,-4.227,-5.266,-5.277,-5.818,-4.321,-4.677,-5.984,-4.994
C70822268_P109296531,-4.899,-4.418,-4.876,-5.662,-4.337,-4.65,-4.727,-4.991
C87797579_P137334709,-4.195,-4.894,-4.309,-5.041,-4.332,-4.587,-4.968,-4.99
C88056581_P137718529,-5.533,-5.294,-5.466,-5.825,-4.893,-4.433,-5.879,-4.988
C48909836_P73072272,-4.119,-5.411,-4.851,-5.782,-4.697,-5.827,-5.858,-4.987
C16688453_P25178695,-5.484,-6.794,-5.945,-5.695,-4.574,-4.257,-5.312,-4.986
C86383059_P135251144,-5.089,-5.353,-5.058,-5.705,-5.773,-5.014,-5.261,-4.985
C39113912_P59255721,-3.674,-4.632,-4.309,-4.765,-4.145,-4.83,-4.527,-4.981
C85312127_P133477648,-4.73,-5.376,-4.989,-5.251,-5.006,-5.005,-5.206,-4.979
C61683597_P94476281,-4.509,-5.477,-5.491,-6.061,-4.723,-5.387,-5.684,-4.973
C63065668_P96833882,-4.271,-5.28,-4.771,-5.767,-4.696,-4.68,-5.282,-4.971
C63234621_P97118006,-5.26,-6.546,-6.062,-8.341,-4.726,-4.555,-6.029,-4.969
C85708434_P134177308,-5.425,-5.738,-6.356,-5.551,-5.198,-4.839,-5.088,-4.968
C43984593_P66467216,-5.39,-5.908,-5.664,-5.368,-4.041,-5.064,-5.294,-4.967
C40235155_P61089996,-5.679,-6.464,-5.473,-7.457,-6.15,-5.508,-4.833,-4.964
C43891188_P66336212,-4.668,-4.65,-4.924,-5.567,-4.933,-4.377,-4.798,-4.964
C69492974_P106896491,-4.242,-6.096,-5.667,-6.085,-3.978,-5.497,-5.527,-4.96
C65512974_P100748967,-4.472,-5.739,-6.236,-7.154,-5.318,-5.112,-5.176,-4.96
C84026526_P131457619,-4.753,-5.942,-4.808,-5.693,-4.291,-5.287,-5.102,-4.956
C41528519_P62944208,-4.819,-5.476,-5.23,-5.734,-4.848,-5.026,-5.343,-4.953
C36876640_P54823680,-4.325,-5.449,-5.233,-6.282,-4.745,-4.8,-4.993,-4.953
C86866936_P136006390,-4.93,-5.113,-5.022,-5.282,-4.314,-4.923,-4.965,-4.95
C68940831_P105878720,-4.618,-4.998,-5.074,-5.183,-4.573,-4.613,-5.078,-4.945
C43994540_P66515681,-4.769,-5.734,-5.366,-6.331,-3.686,-4.936,-4.937,-4.945
C04568291_P154257472,-5.659,-6.218,-5.4,-6.659,-5.085,-5.281,-5.824,-4.943
C86391234_P135259320,-5.744,-5.386,-5.687,-6.061,-5.608,-4.937,-5.166,-4.942
C54558358_P82099366,-5.236,-5.503,-5.864,-5.401,-4.816,-4.34,-5.089,-4.942
C50655686_P75774576,-3.946,-5.006,-4.873,-5.587,-4.691,-4.463,-4.579,-4.942
C82494297_P132555102,-4.874,-5.533,-5.357,-6.277,-5.422,-4.36,-5.889,-4.939
C97034048_P153610182,-4.309,-5.59,-6.146,-6.355,-4.701,-4.51,-5.749,-4.939
C86218187_P135002052,-4.517,-5.39,-5.347,-5.959,-4.7,-4.612,-4.935,-4.938
C59765404_P91101920,-3.224,-5.623,-5.855,-5.602,-4.579,-4.103,-6.743,-4.937
C81940032_P127827629,-4.657,-4.704,-5.126,-4.977,-3.957,-3.459,-5.068,-4.937
C85569986_P133948151,-4.568,-5.119,-5.503,-5.041,-3.76,-4.771,-6.229,-4.935
C92775676_P145221266,-5.376,-6.113,-6.02,-5.596,-5.855,-5.97,-6.532,-4.932
C03184022_P59880222,-4.072,-5.676,-5.383,-4.941,-4.547,-4.424,-4.856,-4.932
C87010015_P136210115,-5.494,-4.554,-5.399,-5.43,-4.564,-5.956,-5.154,-4.929
C43689317_P66043946,-4.918,-5.027,-4.811,-5.322,-4.302,-4.498,-4.905,-4.926
C90479446_P141484351,0,-5.594,-5.253,-4.949,0,-4.726,0,-4.925
C35626255_P52882089,-4.652,-5.274,-5.065,-5.241,-4.312,-5.052,-5.478,-4.922
C08867506_P13615435,-5.067,-6.39,-6.921,-6.29,-5.24,-5.978,-5.833,-4.921
C90301730_P141165757,-4.465,-5.499,-5.22,-6.51,-5.525,-5.799,-4.738,-4.921
C92779058_P145226766,-5.247,-5.03,-4.381,-4.784,-5.7,-5.428,-6.162,-4.92
C49811784_P74452775,-4.598,-4.602,-4.747,-5.562,-5.176,-4.158,-5.236,-4.92
C88497826_P138419015,-4.87,-5.026,-4.955,-5.557,-4.838,-4.513,-4.706,-4.92
C96033314_P156180740,-4.668,-5.262,-5.059,-5.498,-4.45,-5.471,-5.154,-4.919
C37460321_P55706285,-4.812,-5.142,-4.856,-5.748,-4.687,-5.259,-5.126,-4.918
C36305430_P86571673,-3.613,-4.458,-4.037,-5.24,-3.314,-3.506,-4.626,-4.912
C85343806_P133530809,-4.757,-5.182,-5.309,-6.194,-3.936,-5.062,-4.985,-4.91
C33506160_P49631157,-4.447,-4.515,-4.272,-4.692,-4.729,-4.292,-4.624,-4.909
C94458203_P148065617,-3.705,-5.88,-5.28,-5.909,-4.835,-5.108,-5.315,-4.908
C04784415_P06899682,-5.58,-5.689,-5.724,-6.132,-4.703,-5.138,-5.067,-4.906
C88900784_P139065035,-4.442,-5.131,-5.061,-5.382,-4.807,-4.587,-5.222,-4.905
C87763059_P137289302,-3.385,-4.909,-3.797,-4.83,-4.177,-4.48,-4.641,-4.905
C85404902_P133680743,-4.725,-5.457,-5.61,-6.273,-5.566,-5.997,-5.364,-4.901
C59681304_P90926355,-4.869,-5.395,-4.757,-5.227,-4.813,-4.557,-5.173,-4.897
C50347783_P75302889,-4.514,-5.183,-5.017,-5.858,-4.815,-4.485,-4.796,-4.894
C82962782_P129692150,-4.772,-5.014,-5.149,-5.066,-5.133,-4.976,-5.045,-4.893
C01875246_P07291309,-3.871,-4.874,-5.235,-5.171,-3.239,-4.355,-5.367,-4.891
C86540920_P135477058,-3.618,-4.38,-4.372,-5.04,-3.615,-3.997,-4.683,-4.889
C86540920_P135483690,-3.618,-4.38,-4.372,-5.04,-3.615,-3.997,-4.683,-4.889
C92817668_P145319802,-4.63,-5.073,-5.391,-6.309,-4.667,-4.574,-5.408,-4.887
C79675935_P124476901,-4.797,-5.529,-5.287,-5.196,-5.096,-4.486,-5.444,-4.886
C86937709_P136080464,-4.768,-5.6,-4.61,-4.626,-3.8,-4.248,-4.629,-4.884
C86329485_P135181518,-4.253,-5.417,-6.451,-6.199,-5.579,-5.148,-5.486,-4.882
C39771006_P60308103,-4.341,-5.435,-4.081,-5.152,-4.961,-4.421,-4.596,-4.882
C43423667_P65690129,-4.394,-5.294,-4.586,-4.907,-4.351,-4.606,-5.429,-4.881
C34836915_P51710941,-3.943,-6.291,-5.934,-5.935,-4.425,-4.744,-4.578,-4.88
C97798595_P155218371,-3.38,-3.993,-4.523,-5.759,-3.688,-3.496,-4.041,-4.879
C94275467_P147765021,-3.99,-5.224,-4.904,-5.899,-3.506,-4.342,-6.082,-4.876
C89087751_P139340826,-5.101,-5.514,-5.468,-5.853,-5.055,-5.159,-5.91,-4.876
C51170286_P76649973,-5.168,-5.637,-5.131,-6.371,-4.791,-5.168,-5.048,-4.876
C87513292_P136883240,-5.466,-5.893,-5.345,-5.533,-4.851,-4.799,-5.138,-4.874
C85305561_P133495948,-4.815,-5.614,-5.077,-5.976,-4.767,-4.581,-4.91,-4.874
C94411142_P147962081,-4.72,-6.28,-5.284,-5.77,-4.488,-4.94,-6.2,-4.873
C82527995_P128969146,-3.939,-4.55,-4.551,-5.218,-4.323,-4.087,-5.674,-4.869
C98003553_P155662667,-4.286,-6.478,-5.215,-4.998,-4.429,-3.995,-4.949,-4.868
C88611562_P138595811,-4.627,-5.779,-5.35,-5.152,-5.205,-5.12,-4.889,-4.864
C44176038_P66728207,-4.899,-4.539,-5.558,-5.444,-3.99,-4.528,-4.17,-4.864
C09343695_P14316037,-5.391,-7.186,-6.702,-5.863,-4.019,-4.496,-5.704,-4.863
C63879057_P98083206,-5.244,-5.967,-5.802,-5.634,-4.61,-4.805,-3.864,-4.863
C86927861_P136091294,-4.662,-5.739,-5.053,-5.143,-4.571,-4.434,-4.788,-4.861
C63038480_P96789618,-4.604,-5.781,-5.623,-5.541,-4.867,-4.935,-5.146,-4.859
C70114217_P108077704,-4.505,-5.578,-5.181,-5.891,-4.569,-4.21,-5.194,-4.854
C54824513_P82521273,-5.183,-5.635,-5.628,-6.189,-5.37,-5.721,-4.779,-4.853
C97611100_P154720618,-4.582,-5.389,-4.893,-6.067,-5.166,-4.477,-5.494,-4.852
C07596767_P11716239,-4.792,-5.405,-5.765,-5.855,-4.097,-4.918,-5.549,-4.851
C36673122_P55729457,-4.805,-6.109,-5.255,-6.607,-5.851,-5.184,-6.411,-4.846
C94887904_P148733388,-4.336,-5.84,-5.304,-6.315,-4.797,-4.808,-5.406,-4.845
C20876299_P31158751,-4.641,-5.681,-5.049,-6.349,-4.701,-4.615,-5.428,-4.843
C80999036_P126498467,-5.156,-5.613,-5.707,-6.633,-4.197,-5.541,-5.617,-4.841
C63037033_P96788171,-4.97,-5.748,-5.62,-5.859,-5.433,-5.135,-5.542,-4.84
C87093000_P136305549,-4.551,-5.472,-5.485,-5.62,-5.182,-4.569,-5.381,-4.839
C89211230_P139518970,-5.32,-5.793,-5.806,-5.502,-5.238,-4.333,-6.784,-4.834
C01680000_P23976538,-5.332,-4.982,-5.369,-4.955,-5.398,-5.648,-5.314,-4.827
C87839517_P137394264,-4.636,-5.79,-4.838,-6.114,-5.102,-4.662,-5.268,-4.826
C39054686_P59173238,-5.486,-5.241,-5.81,-6.197,-5.611,-5.068,-5.793,-4.824
C94280229_P147758002,-4.748,-5.112,-5.264,-5.037,-5.234,-4.834,-5.535,-4.824
C43461045_P65724736,-4.831,-6.05,-5.199,-6.23,-5.308,-5.124,-6.047,-4.823
C95062297_P149055222,-4.701,-5.168,-5.08,-6.188,-5.733,-5.25,-5.585,-4.822
C95775182_P150656887,-4.961,-5.621,-5.246,-5.786,-4.937,-5.497,-5.349,-4.822
C54699981_P82308706,-5.016,-5.917,-5.638,-5.425,-5.538,-4.871,-4.989,-4.82
C97798777_P155225545,-3.045,-4.283,-3.715,-4.551,-3.368,-3.254,-3.973,-4.813
C86653867_P135645396,-4.519,-4.96,-4.995,-5.4,-4.371,-4.116,-4.776,-4.809
C70536285_P108807465,-5.925,-5.925,-5.419,-5.625,-5.166,-5.147,-5.442,-4.807
C63175595_P97022127,-4.466,-6.535,-5.611,-6.267,-4.306,-5.739,-6.024,-4.806
C87908825_P137506589,-5.192,-6.05,-5.186,-6.955,-5.648,-5.651,-5.738,-4.806
C32474615_P47822486,-3.889,-4.568,-4.279,-5.406,-4.399,-4.301,-5.644,-4.806
C83469060_P130557807,-4.205,-4.23,-5.252,-4.731,-3.704,-5.01,-4.415,-4.805
C94093230_P147449266,-5.424,-5.914,-6.062,-6.762,-5.746,-5.295,-6.434,-4.802
C70835755_P109312223,-4.114,-5.421,-4.608,-4.67,-4.221,-4.297,-5.211,-4.798
C92682790_P145056258,-5.495,-5.91,-6.334,-6.664,-6.154,-5.924,-5.173,-4.797
C85454015_P133751897,-3.574,-5.557,-5.08,-5.532,-4.659,-4.957,-5.007,-4.793
C38168234_P154401544,-4.072,-5.042,-5.915,-5.853,-5.205,-4.354,-5.84,-4.792
C86540966_P135477125,-3.596,-4.598,-4.406,-5.527,-4.031,-5.018,-5.222,-4.791
C32578148_P112038647,-4.72,-5.641,-5.274,-5.654,-4.914,-5.881,-5.196,-4.79
C22936324_P62523513,-4.98,-6.353,-6.391,-6.399,-5.463,-5.246,-5.76,-4.784
C05711989_P08527294,-4.996,-6.441,-6.049,-5.79,-4.827,-4.777,-5.181,-4.779
C76722090_P119671846,-3.776,-5.935,-4.912,-6.296,-4.767,-4.717,-5.096,-4.778
C12131987_P17857955,-5.008,-6.627,-6.135,-7.132,-4.369,-4.873,-5.761,-4.777
C02839349_P07285444,-3.837,-5.432,-4.929,-5.07,-3.02,-4.045,-5.22,-4.777
C93433329_P146303514,-4.648,-5.818,-5.575,-5.98,-5.375,-5.065,-5.319,-4.773
C88098501_P137790382,-4.991,-5.064,-4.96,-5.533,-5.307,-5.323,-5.066,-4.771
C69892078_P107738519,-3.766,-5.07,-5.017,-5.624,-3.578,-4.808,-5.058,-4.769
C70580243_P108879534,-4.55,-4.691,-5.114,-5.105,-4.681,-4.41,-4.489,-4.767
C94329238_P147846307,0,-4.11,-5.867,-5.679,-4.157,-4.174,-4.88,-4.766
C71011580_P109599527,-4.278,-4.724,-4.163,-4.629,-4.064,-4.018,-4.591,-4.76
C86654825_P135656530,-4.776,-4.871,-4.443,-5.188,-4.268,-4.511,-5.058,-4.757
C85656873_P134141042,-5.281,-5.784,-5.623,-5.382,-5.981,-6.093,-4.652,-4.756
C97964081_P155567460,-4.615,-5.642,-5.024,-6.856,-5.427,-4.991,-5.9,-4.753
C87102067_P136317122,-5.445,-5.813,-5.597,-5.92,-5.075,-4.317,-6.089,-4.752
C85454422_P133744718,-4.318,-4.836,-5.339,-5.463,-4.798,-5.172,-5.314,-4.751
C12635720_P18579136,-3.637,-5.855,-6.605,-7.026,-3.941,-5.967,-5.643,-4.747
C95070078_P149049354,-4.916,-5.293,-5.095,-5.551,-4.737,-5.308,-5.216,-4.745
C68913544_P105837913,-4.288,-5.081,-4.963,-5.311,-4.73,-4.395,-4.645,-4.739
C82999025_P129739729,-5.371,-5.99,-5.413,-5.912,-5.467,-5.019,-5.279,-4.738
C84944954_P132937529,-3.991,-5.555,-5.276,-5.526,-4.499,-5.143,-4.926,-4.734
C84027941_P131461885,-4.126,-5.349,-5.03,-5.633,-4.92,-4.187,-5.566,-4.731
C86347101_P135209967,-5.003,-4.835,-5.809,-5.607,-5.882,-5.633,-4.857,-4.731
C20736476_P30949534,-2.925,-3.684,-4.062,-6.089,-4.81,-4.751,-4.725,-4.726
C20583284_P30726947,-4.79,-6.148,-5.294,-5.626,-4.69,-4.624,-5.681,-4.716
C86654826_P135656533,-4.38,-4.769,-4.568,-5.596,-4.456,-4.809,-4.947,-4.707
C86541044_P135477240,-4.11,-4.339,-3.566,-4.723,-3.501,-3.752,-4.527,-4.703
C70835851_P109312319,-4.553,-5.411,-4.831,-5.518,-4.936,-4.679,-5.619,-4.701
C85749608_P134278377,-3.768,-4.736,-4.486,-5.873,-4.492,-4.345,-5.321,-4.697
C85346316_P133536055,-4.875,-4.871,-5.135,-5.429,-5.041,-5.319,-4.309,-4.697
C84118456_P131646392,-4.82,-5.239,-4.949,-5.619,-4.898,-4.805,-5.388,-4.696
C36935261_P54904855,-5.236,-6.134,-5.388,-5.657,-5.04,-5.717,-5.788,-4.694
C54628509_P82206102,-4.266,-4.716,-5.044,-5.442,-3.966,-5.066,-4.919,-4.691
C03143349_P154699020,-5.31,-5.778,-7.177,-6.022,-5.471,-5.955,-5.352,-4.69
C36207113_P152387728,-4.184,-5.912,-5.172,-6.374,-4.85,-5.335,-5.76,-4.688
C88513680_P138439974,-4.99,-5.431,-5.676,-6.129,-4.844,-5.448,-4.921,-4.686
C70593207_P108888370,-3.868,-4.62,-3.993,-4.748,-2.968,-3.536,-4.011,-4.671
C35022131_P51983173,-4.219,-4.836,-4.929,-6.169,-4.335,-4.109,-4.951,-4.669
C63547054_P97586507,-3.995,-7.127,-5.903,-5.609,-6.954,-5.72,-6.499,-4.668
C85786837_P134298634,-3.645,-4.988,-4.789,-5.24,-4.094,-4.029,-4.454,-4.666
C93994704_P147315760,-4.542,-5.476,-5.505,-5.6,-4.635,-4.787,-6.001,-4.661
C01035443_P13190454,-5.794,-5.678,0,-6.424,-4.67,-4.029,-7.536,-4.656
C26808275_P39530751,-4.018,-5.998,-4.712,-4.293,-3.532,-2.739,-4.365,-4.654
C11813619_P56787456,-4.232,-6.094,-5.822,-4.932,-3.801,-4.712,-5.258,-4.652
C01731946_P23998713,-4.043,-4.302,-4.46,-4.933,-4.645,-4.077,-4.872,-4.645
C04261086_P156224549,-3.817,0,-6.197,-3.944,-3.502,-5.131,-6.294,-4.644
C94441183_P148010513,-4.493,-5.516,-4.719,-6.111,-4.079,-5.233,-5.277,-4.644
C01901717_P18277201,-3.844,-4.861,-3.742,-4.988,-6.295,-5.296,-5.557,-4.643
C85793825_P134306088,-4.108,-5.079,-4.702,-4.953,-4.334,-4.034,-4.801,-4.642
C52591717_P78766696,-4.376,-5.252,-5.189,-5.316,-4.574,-4.855,-5.473,-4.64
C39907334_P60550164,-4.275,-6.74,-6.091,-6.268,-6.186,-4.492,-5.828,-4.639
C13720426_P21121466,-4.512,-5.767,-5.708,-5.705,-4.906,-4.803,-6.184,-4.638
C71767367_P111201568,-5.218,-6.999,-5.245,-6.584,-4.378,-4.119,-6.583,-4.635
C04023234_P04976947,-4.107,-4.815,-4.818,-5.034,-3.942,-4.294,-4.986,-4.629
C87773752_P137282202,-5.077,-4.935,-5.134,-5.621,-5.235,-4.985,-5.317,-4.623
C68912981_P105819876,-3.402,-4.856,-3.889,-4.438,-2.61,-3.92,-3.899,-4.619
C94550009_P148215589,-4.859,-5.155,-4.443,-4.962,-4.52,-4.595,-5.364,-4.618
C85486598_P133799715,-5.031,-4.532,-5.215,-5.45,-3.583,-5.218,-4.619,-4.612
C61980000_P95044136,-2.864,-4.437,-3.165,-4.486,-3.459,-3.271,-4.119,-4.611
C94602624_P148296281,-5.163,-6.202,-5.608,-5.473,-4.526,-5.169,-5.81,-4.606
C45956265_P69212866,-4.814,-5.455,-4.493,-4.949,-4.999,-4.599,-4.91,-4.605
C98215996_P156199588,-4.003,-5.879,-5.881,-5.067,-4.97,-5.109,-5.82,-4.599
C45140281_P68023897,-4.234,-4.662,-3.844,-5.169,-4.791,-4.217,-4.997,-4.599
C88660103_P138680571,-4.29,-5.175,-5.139,-5.134,-4.369,-5.008,-4.61,-4.599
C38056552_P57221165,-4.241,-5.58,-5.638,-5.532,-4.404,-5.665,-5.815,-4.597
C94406673_P147951093,-4.473,-5.288,-5.301,-5.208,-4.636,-4.885,-4.284,-4.594
C40251544_P61115499,-4.67,-6.501,-5.319,-7.664,-5.217,-4.303,-6.127,-4.592
C82477419_P128894339,-4.979,-5.365,-4.805,-5.683,-4.369,-4.745,-4.748,-4.591
C00967270_P23921258,-4.083,-4.737,-4.517,-4.6,-4.168,-4.544,-4.548,-4.587
C98224995_P156217960,-3.45,-5.63,-4.21,-6.072,-3.514,-3.604,-4.244,-4.583
C33477290_P152757069,-5.456,-6.935,-6.199,-6.392,-5.082,-5.326,-5.454,-4.58
C27662450_P40788868,-4.365,-5.582,-4.935,-5.715,-5.526,-5.622,-3.733,-4.568
C85312461_P133497172,-4.941,-6.016,-4.977,-6.024,-5.044,-4.875,-5.286,-4.567
C01705224_P23992095,-4.75,-4.118,-4.533,-4.411,-5.661,-4.241,-4.813,-4.566
C16195015_P24515648,-4.648,-5.387,-5.058,-5.396,-4.836,-4.87,-4.476,-4.566
C86936569_P136110794,-4.512,-5.13,-5.246,-5.693,-4.047,-4.753,-4.605,-4.565
C85498532_P133814384,-4.234,-5.567,-5.096,-6.118,-3.661,-4.988,-4.714,-4.561
C97798700_P155218560,-4.171,-4.803,-4.649,-5.167,-2.764,-3.211,-4.369,-4.557
C15860490_P23941709,-4.557,-3.925,-4.412,-5.375,-5.76,-5.267,-5.406,-4.555
C69676610_P107283843,-4.825,-4.601,-5.233,-5.411,-4.201,-4.794,-5.077,-4.553
C82837209_P129476648,-3.683,-4.27,-4.806,-5.165,-3.812,-3.968,-4.569,-4.546
