ZINC_ID,Glide_5R8T,Glide_5R81,Glide_5REZ,Glide_5RF7,Glide_5RGI,Glide_5RH3,Glide_6LU7_2,Glide_7BUY
C92344323_P144551713,-4.798,-5.369,-5.503,-5.944,-4.442,-5.99,-4.413,-5.932
C09993039_P15286000,-4.497,-6.99,-7.201,-7.553,-5.518,-6.012,-8.063,-5.931
C44117167_P66673014,-4.634,-5.257,-5.245,-6.503,-4.637,-4.953,-7.439,-5.93
C87857093_P137422447,-5.197,-5.912,-6.083,-6.6,-5.201,-5.214,-6.862,-5.93
C86944263_P136114739,-4.441,-5.07,-4.619,-5.425,-3.742,-3.706,-4.562,-5.929
C90546769_P141605682,-5.001,-5.036,-5.392,-6.314,-4.9,-5.825,-5.319,-5.926
C86104229_P134820130,-5.268,-6.085,-6.158,-6.357,-4.641,-5.666,-6.331,-5.925
C92539006_P144845351,-5.514,-6.352,-5.697,-6.399,-5.505,-5.472,-5.532,-5.925
C86324782_P135176811,-5.938,-6.802,-5.441,-5.633,-4.834,-5.173,-5.689,-5.924
C87774026_P137288138,-4.312,-5.366,-5.238,-5.521,-5.838,-4.721,-5.164,-5.924
C40234369_P61089631,-5.403,-5.566,-5.235,-7.042,-5.352,-5.658,-5.707,-5.923
C54744598_P82394998,-5.333,-6.359,-6.422,-6.05,-5.457,-5.513,-6.035,-5.922
C92590710_P155764876,-5.429,-6.164,-5.777,-7.054,-4.996,-5.836,-5.825,-5.922
C85302264_P133495249,-4.571,-6.245,-5.417,-6.158,-5.32,-5.331,-5.757,-5.922
C85437753_P133740146,-5.112,-6.197,-6.152,-6.897,-4.823,-5.101,-5.309,-5.922
C94329344_P147846413,-5.233,-5.982,-5.946,-7.119,-5.846,-4.518,-5.42,-5.92
C98018177_P155687710,-4.503,-5.896,-5.471,-5.864,-5.011,-5.133,-5.261,-5.92
C87639266_P137093777,-5.771,-5.705,-6,-6.469,-6.985,-6.47,-6.255,-5.919
C82997797_P129738485,-5.812,-5.839,-5.079,-6.13,-4.909,-5.594,-5.661,-5.919
C20526945_P30601318,-5.352,-5.629,-5.826,-6.625,-4.543,-5.856,-5.308,-5.919
C87689632_P137160099,-4.291,-5.713,-4.819,-5.079,-5.058,-4.551,-4.65,-5.919
C85757532_P134248015,-5.047,-5.803,-5.69,-6.404,-4.746,-5.276,-5.395,-5.916
C86807134_P135892107,-4.556,-5.041,-5.11,-4.951,-4.136,-4.433,-5.661,-5.915
C85780323_P134291030,-5.595,-6.85,-5.534,-6.799,-4.86,-5.535,-5.317,-5.915
C40389428_P61316392,-5.309,-6.906,-5.476,-7.365,-5.434,-6.315,-6.441,-5.914
C67800720_P104104270,-5.051,-5.548,-5.597,-6.562,-4.547,-5.255,-5.739,-5.914
C95411040_P149877494,-5.157,-5.603,-4.844,-6.09,-5.858,-5.179,-5.601,-5.914
C70632267_P108958938,-5.117,-6.298,-5.71,-5.94,-5.675,-5.206,-6.098,-5.913
C90574360_P141698854,-5.546,-6.11,-6.006,-6.789,-5.535,-5.429,-6.022,-5.913
C54746425_P82397418,-5.419,-5.704,-6.292,-5.802,-4.968,-4.679,-5.983,-5.913
C80746373_P126037058,-5.599,-5.76,-5.477,-6.519,-5.138,-5.053,-5.776,-5.913
C91134239_P142701319,-5.365,-5.819,-5.335,-5.797,-4.667,-5.127,-5.593,-5.913
C38073163_P57247875,-5.398,-6.551,-6.647,-6.71,-5.17,-6.244,-6.196,-5.912
C00705915_P13526512,-4.319,-6.957,-5.868,-5.171,-4.885,-5.247,-5.66,-5.908
C90826638_P142078545,-5.421,-4.818,-5.331,-5.199,-5.274,-5.116,-5.566,-5.907
C82837300_P129497423,-5.222,-6.221,-4.969,-5.923,-4.702,-4.628,-5.985,-5.905
C70663035_P109010185,-6.106,-5.854,-5.52,-5.779,-5.516,-5.21,-5.838,-5.905
C90336131_P141219697,-6.173,-6.096,-5.681,-5.541,-5.488,-4.881,-5.706,-5.905
C85511698_P133859622,-4.961,-5.533,-4.93,-5.894,-5.713,-5.108,-5.983,-5.904
C54747439_P82398485,-5.215,-5.382,-5.212,-5.584,-4.663,-5.868,-5.639,-5.902
C86454175_P135350654,-5.684,-6.461,-5.154,-6.468,-4.903,-5.459,-5.618,-5.902
C49518526_P73934369,-4.238,-6.029,-5.476,-5.427,-5.81,-5.353,-5.823,-5.9
C36284772_P53912451,-5.038,-5.54,-5.369,-6.72,-4.435,-5.218,-5.636,-5.899
C22936843_P62523060,-5.284,-5.829,-4.593,-5.97,-5.324,-5.041,-5.561,-5.899
C54498260_P82000459,-5.058,-6.309,-6.305,-7.228,-5.463,-6.098,-6.497,-5.898
C02345324_P04874306,-4.784,-5.842,-5.545,-5.564,-4.715,-5.071,-5.368,-5.898
C89692041_P140220036,-5.626,-5.893,-5.262,-5.669,-5.498,-4.538,-5.75,-5.897
C91903786_P143873875,-5.773,-5.488,-6.452,-6.791,-5.961,-5.796,-5.837,-5.895
C87286536_P136571874,-4.743,-5.546,-5.165,-5.998,-5.655,-5.028,-5.585,-5.893
C55002785_P82818867,-5.989,-6.049,-5.929,-6.396,-4.719,-6.286,-5.188,-5.893
C86326298_P135178328,-5.284,-7.897,-6.163,-6.74,-5.711,-5.897,-6.372,-5.892
C71153754_P109829290,-5.062,-6.252,-5.556,-6.865,-6.066,-5.913,-6.307,-5.892
C97708996_P154979016,-4.819,-6.196,-5.632,-6.27,-4.572,-5.33,-5.307,-5.889
C65380678_P100506967,-4.897,-5.862,-5.662,-6.463,-4.903,-4.958,-5.975,-5.888
C88037568_P137688095,-5.113,-5.846,-5.11,-6.071,-5.829,-5.142,-5.784,-5.887
C05674877_P08466030,-4.381,-5.597,-6.721,-5.415,-5.42,-4.54,-4.873,-5.887
C86779834_P135833651,-4.929,-4.749,-4.978,-5.012,-4.93,-5.075,-4.849,-5.886
C69473776_P106866860,-5.38,-5.879,-6.441,-6.727,-4.95,-6.13,-6.479,-5.885
C83095229_P129880217,-5.058,-5.12,-5.71,-4.966,-5.011,-5.278,-6.065,-5.884
C50376667_P75342123,-5.42,-5.981,-6.208,-6.49,-5.491,-4.6,-5.708,-5.884
C62752946_P96289716,-5.516,-4.886,-5.214,-6.453,-4.432,-5.218,-5.649,-5.884
C87261650_P136543780,-5.306,-6.409,-5.33,-6.029,-5.171,-5.755,-6.569,-5.882
C94816633_P148615086,-5.034,-6.273,-5.95,-6.657,-5.375,-6.081,-5.738,-5.881
C86655325_P135668451,-4.276,-5.691,-4.56,-5.769,-5.156,-5.003,-5.514,-5.88
C05600448_P24247626,-5.525,-6.103,-5.38,-6.235,-5.84,-4.704,-5.53,-5.879
C35567482_P52788572,-3.903,-4.917,-5.049,-5.627,-3.51,-4.561,-3.989,-5.879
C70950760_P109531990,-4.596,-6.049,-5.132,-6.027,-5.026,-5.486,-6.27,-5.877
C54932755_P82716957,-4.35,-6.462,-5.61,-6.26,-5.46,-5.127,-6.186,-5.876
C94279899_P147762710,-5.942,-6.474,-5.893,-5.777,-6.575,-5.051,-5.8,-5.874
C91295230_P142815602,-5.302,-6.65,-5.334,-6.656,-5.341,-5.111,-6.35,-5.872
C49393143_P73764255,-5.264,-5.284,-5.169,-5.348,-4.169,-5.063,-5.837,-5.872
C61569488_P94261349,-4.292,-5.762,-5.462,-5.685,-5.815,-4.948,-5.265,-5.866
C98232554_P156233706,-5.451,-5.725,-5.519,-5.195,-4.996,-5.071,-6.664,-5.865
C90317751_P141207997,-4.215,-6.687,-5.867,-6.661,-4.883,-5.399,-5.807,-5.865
C48215239_P72139856,-5.442,-7.382,-5.927,-7.549,-5.837,-6.392,-5.639,-5.865
C92549158_P144865972,-5.215,-6.44,-5.87,-6.983,-5.092,-5.536,-6.476,-5.863
C97618565_P154728152,-5.154,-5.16,-6.308,-6.63,-5.713,-4.7,-6.444,-5.863
C70582331_P108870643,-5.93,-6.433,-6.352,-6.207,-5.672,-4.929,-6.145,-5.863
C86383078_P135251163,-4.937,-6.923,-5.471,-5.899,-5.561,-5.774,-5.925,-5.863
C94601894_P148289089,-5.5,-6.757,-6.323,-7.07,-5.991,-5.533,-6.623,-5.862
C87788923_P137305176,-5.157,-5.994,-5.492,-6.576,-5.53,-4.607,-6.162,-5.862
C84082306_P131561037,-4.726,-5.876,-5.397,-6.164,-4.918,-5.144,-5.606,-5.862
C35764792_P53080761,-5.807,-6.194,-5.819,-6.68,-5.915,-6.151,-6.187,-5.861
C48630799_P72687964,-4.928,-5.925,-5.433,-5.82,-4.798,-5.264,-5.679,-5.86
C87606132_P137025507,-5.268,-4.605,-5.054,-5.496,-5.336,-5.347,-5.836,-5.859
C82512365_P128948621,-4.497,-5.368,-4.922,-5.918,-5.088,-5.105,-5.382,-5.858
C86345178_P135208044,-5.055,-7.336,-6.72,-6.274,-5.843,-5.591,-5.497,-5.853
C72645960_P128426488,-5.658,-5.479,-5.848,-5.853,-5.963,-5.099,-5.362,-5.853
C83964787_P131385030,-4.799,-6.083,-5.717,-6.307,-5.136,-5.928,-6.279,-5.851
C40236934_P61090824,-4.608,-5.718,-5.425,-6.092,-4.751,-5.972,-5.037,-5.85
C44230528_P66797662,-4.837,-6.16,-5.615,-6.767,-5.198,-5.795,-6.018,-5.849
C09376286_P14366000,-4.791,-5.553,-5.378,-5.795,-6.802,-5.347,-6.594,-5.846
C87140015_P136368503,-5.163,-5.796,-5.442,-5.733,-5.077,-5.152,-5.402,-5.845
C38032620_P57182375,-4.637,-6.14,-5.326,-6.674,-5.842,-5.804,-6.311,-5.844
C94373172_P147906129,-4.215,-5.653,-5.818,-6.387,-4.274,-5.755,-5.913,-5.843
C86330016_P135182051,-4.636,-7.084,-5.653,-6.954,-5.874,-5.882,-5.284,-5.841
C87856863_P137422217,-4.742,-6.07,-5.3,-5.912,-5.214,-4.768,-6.097,-5.837
C97005308_P153536383,-5.746,-5.881,-5.634,-6.689,-5.387,-6.258,-5.727,-5.836
C94006843_P147333433,-4.642,-5.547,-5.989,-6.442,-5.298,-5.534,-5.938,-5.835
C85574625_P133939101,-5.781,-6.889,-6.789,-6.024,-6.46,-4.826,-6.323,-5.834
C70616437_P108927590,-5.613,-6.122,-5.439,-6.558,-4.398,-4.914,-6.253,-5.833
C83952558_P131343073,-4.944,-5.877,-5.964,-6.111,-5.197,-5.67,-5.907,-5.832
C86276844_P135094865,-4.353,-5.192,-5.22,-5.747,-4.997,-4.945,-5.093,-5.832
C91944756_P143938683,-4.76,-6.084,-5.349,-6.054,-5.354,-5.641,-6.066,-5.83
C86486567_P135408211,-5.075,-6.524,-5.491,-6.378,-4.781,-5.592,-5.581,-5.829
C39090635_P59221117,-5.032,-6.099,-5.473,-6.298,-5.418,-4.949,-5.7,-5.828
C41716070_P63222452,-5.636,-6.87,-5.655,-6.442,-5.42,-6.083,-6.482,-5.827
C81868523_P127703213,-5.19,-5.416,-5.623,-6.045,-5.134,-4.95,-5.723,-5.827
C86276820_P135094841,-4.791,-5.739,-5.164,-5.464,-4.555,-5.075,-4.886,-5.827
C97318655_P154120992,-5.402,-6.254,-6.098,-6.613,-6.071,-6.177,-6.111,-5.826
C83967572_P131362548,-5.291,-6.833,-5.811,-6.227,-5.579,-6.192,-6.019,-5.826
C85780983_P134291836,-5.845,-6.604,-6.385,-7.073,-5.295,-6.656,-5.908,-5.826
C62959719_P96625902,-4.813,-5.282,-5.549,-5.411,-4.614,-6.174,-5.464,-5.825
C86929897_P136101247,-4.563,-5.795,-5.374,-6.159,-4.243,-4.573,-5.404,-5.825
C82789565_P129404370,-4.901,-5.152,-5.401,-5.761,-4.621,-4.269,-5.106,-5.822
C84065941_P131517965,-5.123,-6.772,-6.351,-6.784,-5.171,-6.175,-5.675,-5.821
C83948298_P131341352,-4.403,-5.747,-5.177,-6.147,-4.798,-5.613,-5.365,-5.821
C39098759_P151029098,-5.566,-5.356,-5.182,-5.453,-5.588,-5.335,-5.446,-5.82
C44034855_P66588162,-5.295,-6.395,-6.295,-6.994,-5.115,-6.085,-5.193,-5.82
C92683686_P145073212,-4.112,-5.45,-5.824,-6.88,-6.294,-5.366,-5.013,-5.82
C96330671_P151975814,-4.763,-5.435,-4.79,-5.371,-5.188,-4.37,-4.818,-5.819
C93140998_P145823276,-5.399,-6.409,-6.813,-6.955,-5.879,-6.179,-6.246,-5.818
C94329368_P147846437,-5.637,-6.89,-6.766,-7.162,-5.098,-6.455,-5.851,-5.816
C65339215_P150077008,-4.752,-5.564,-5.379,-5.86,-4.727,-5.668,-5.617,-5.816
C36876515_P54823192,-5.126,-5.551,-5.33,-6.352,-5.547,-6.195,-5.9,-5.815
C62238500_P95507807,-4.435,-5.603,-5.037,-6.222,-5.26,-5.334,-5.649,-5.815
C36141893_P53696836,-5.862,-6.758,-6.596,-6.969,-5.332,-5.32,-6.745,-5.813
C89667029_P140173976,-5.33,-6.031,-5.553,-6.919,-5.935,-5.634,-6.371,-5.813
C68872910_P105745853,-5.426,-6.911,-5.812,-7.26,-6.22,-5.714,-6.281,-5.812
C87009879_P136209994,-3.693,-5.722,-5.255,-5.17,-3.23,-5.134,-5.952,-5.807
C80988411_P126484125,-5.322,-5.793,-6.063,-5.989,-5.343,-5.498,-5.754,-5.805
C87007663_P136208600,-5.467,-5.237,-5.529,-5.835,-4.223,-5.541,-5.642,-5.805
C84951030_P132943662,-4.6,-5.358,-5.292,-4.931,-5.596,-4.759,-5.618,-5.803
C87520572_P136926290,-4.882,-5.324,-5.185,-5.796,-4.69,-4.552,-5.74,-5.802
C87852096_P137413881,-5.33,-5.337,-5.318,-5.595,-4.944,-5.889,-5.488,-5.802
C97003279_P153534295,-5.386,-6.402,-6.156,-6.934,-6.415,-6.118,-6.658,-5.801
C72481200_P112766008,-4.875,-6.211,-5.151,-7.125,-5.827,-5.837,-6.132,-5.801
C50002991_P74794990,-4.917,-5.406,-5.434,-6.69,-5.37,-5.301,-5.325,-5.801
C63383712_P97336767,-5.879,-6.074,-5.657,-5.377,-5.104,-5.51,-6.134,-5.8
C97948952_P155518174,-3.698,-5.102,-4.439,-5.418,-5.29,-4.394,-3.913,-5.799
C86491426_P135410436,-5.163,-6.09,-5.857,-6.079,-5.242,-5.118,-5.829,-5.797
C94343260_P147869433,-5.828,-5.569,-5.793,-5.726,-5.437,-5.098,-5.338,-5.797
C12542467_P18432365,-3.963,-5.208,-6.069,-5.489,-4.515,-7.077,-6.071,-5.795
C87564671_P136965524,-4.54,-5.714,-5.405,-6.348,-5.225,-5.392,-5.227,-5.795
C68572615_P105239146,-5.252,-5.282,-5.756,-6.257,-4.259,-6.158,-5.034,-5.794
C92150335_P144292382,-5.156,-6.876,-6.093,-6.755,-5.68,-6.118,-6.821,-5.793
C85574891_P133956008,-4.568,-6.097,-6.206,-6.307,-5.284,-4.936,-6.215,-5.793
C50867913_P76120751,-5.794,-6.787,-6,-6.144,-5.116,-4.865,-5.727,-5.793
C84432865_P132118711,-4.53,-4.855,-5.7,-5.972,-5.527,-5.963,-5.731,-5.792
C49979925_P74741567,-4.372,-5.56,-5.544,-5.898,-4.904,-5.582,-5.571,-5.792
C22074040_P90146917,-4.664,-6.862,-6.293,-7.037,-3.819,-4.221,-5.325,-5.792
C85809394_P134328732,-5.407,-6.068,-5.654,-6.382,-4.944,-5.534,-5.834,-5.79
C22873395_P74618638,-4.454,-6.885,-4.649,-8.251,-5.033,-5.186,-6.842,-5.788
C91305249_P142825663,-4.767,-5.376,-5.191,-6.109,-4.11,-4.859,-5.088,-5.786
C44625643_P67343626,-5.352,-5.741,-5.816,-6.037,-4.578,-5.008,-5.883,-5.785
C50841473_P76077195,-5.441,-6.357,-5.902,-6.374,-4.839,-5.893,-6.667,-5.784
C40254048_P61120051,-5.326,-7.224,-6.462,-6.183,-5.232,-5.264,-6.683,-5.783
C40233542_P61089058,-5.712,-5.89,-6.694,-7.072,-6.013,-5.801,-6.233,-5.783
C86160754_P134934731,-5.045,-5.833,-5.35,-5.905,-4.742,-5.461,-5.972,-5.781
C37669894_P56020756,-5.939,-6.191,-6.093,-6.229,-5.522,-5.249,-5.767,-5.781
C94329376_P147846445,-5.572,-5.765,-5.691,-6.254,-5.59,-5.439,-5.472,-5.781
C85733927_P134212013,-4.38,-5.657,-4.979,-5.511,-4.633,-5.157,-5.41,-5.781
C40225880_P61072286,-5.388,-6.954,-5.84,-7.508,-6.028,-5.527,-6.91,-5.78
C86940674_P136083429,-4.058,-5.032,-4.465,-5.422,-4.674,-4.424,-4.86,-5.78
C88090592_P137772303,-4.914,-5.521,-5.102,-5.928,-4.053,-4.855,-6.146,-5.779
C37440464_P55674902,-4.403,-6.95,-5.558,-6.818,-5.493,-5.154,-6.516,-5.778
C86415724_P135291497,-5.345,-6.601,-5.487,-7.06,-4.588,-5.863,-5.511,-5.778
C19900043_P59246835,-4.13,-4.976,-4.891,-5.312,-4.449,-5.264,-5.426,-5.776
C84262288_P131842475,-4.825,-6.065,-5.685,-6.988,-5.074,-6.163,-5.899,-5.775
C83118980_P129934334,-4.911,-5.947,-5.148,-6.234,-5.15,-5.25,-5.72,-5.775
C87395576_P136733750,-3.828,-4.59,-5.071,-4.868,-4.469,-4.918,-5.003,-5.775
C62706769_P96218726,-5.489,-6.95,-5.774,-6.157,-5.3,-5.717,-6.188,-5.774
C00481407_P23913697,-4.54,-5.674,-5.342,-5.156,-4.98,-4.468,-5.027,-5.774
C04023558_P110393833,-4.705,-5.867,-4.843,-5.813,-5.574,-5.223,-5.3,-5.773
C97663328_P154846413,-4.505,-6.11,-5.755,-6.453,-4.685,-5.897,-5.973,-5.772
C02110311_P13453364,-4.492,-6.85,-5.316,-5.638,-5.233,-5.396,-5.334,-5.772
C02580685_P24076012,-5.322,-4.919,-5.049,-5.108,-5.347,-5.097,-5.248,-5.771
C95934275_P151057208,-4.748,-5.677,-5.596,-6.119,-5.351,-5.872,-6.204,-5.769
C40255315_P61121076,-4.054,-6.421,-5.701,-7.609,-4.962,-5.702,-5.95,-5.769
C81880339_P127711991,-5.527,-7.011,-6.339,-6.231,-6.332,-6.866,-5.921,-5.769
C02438108_P05977610,-6.336,-5.84,-5.572,-6.742,-4.997,-4.823,-5.912,-5.769
C44676285_P155313565,-4.848,-5.761,-5.109,-5.454,-5.281,-5.178,-5.35,-5.768
C94458204_P148065618,-6.136,-5.308,-5.679,-6.896,-4.897,-5.252,-4.441,-5.768
C83787288_P131081673,-4.867,-5.485,-4.844,-5.759,-4.947,-5.271,-5.692,-5.767
C86624209_P135596968,-5.179,-5.236,-5.454,-5.667,-4.805,-5.778,-5.295,-5.767
C21580221_P32166931,-4.526,-4.999,-5.074,-5.275,-4.029,-5.092,-6.408,-5.765
C87850254_P137411997,-5.106,-5.806,-5.856,-5.443,-4.832,-5.176,-5.76,-5.765
C94413693_P147964632,-6.505,-5.862,-5.921,-6.214,-5.79,-5.857,-6.299,-5.764
C53709628_P80768461,-5.501,-6.518,-6.449,-6.717,-5.923,-5.804,-6.111,-5.764
C82515439_P128954673,-5.036,-6.086,-5.623,-5.789,-5.2,-4.539,-5.282,-5.764
C85885273_P134462695,-5.813,-6.047,-5.941,-6.261,-5.775,-6.039,-6.509,-5.76
C88055299_P137716117,-4.628,-5.837,-4.618,-6.246,-5.494,-5.074,-5.904,-5.76
C86191763_P134962665,-5.064,-4.975,-5.461,-6.656,-5.717,-5.564,-5.624,-5.76
C70649718_P109000284,-4.83,-6.247,-5.301,-5.575,-4.565,-4.459,-5.612,-5.76
C87589572_P137002011,-4.705,-5.549,-5.255,-5.499,-4.492,-5.006,-5.656,-5.757
C95721686_P150552756,-4.551,-5.342,-4.967,-5.87,-5.237,-5.808,-5.239,-5.757
C87548205_P136948132,-4.527,-5.337,-4.917,-5.683,-4.47,-4.649,-4.542,-5.757
C92402581_P144645484,-5.621,-6.297,-6.034,-6.385,-5.867,-4.462,-5.867,-5.756
C72199818_P112162118,-5.598,-7.004,-6.261,-7.387,-5.433,-6.003,-6.287,-5.754
C80150093_P125196709,-5.241,-5.204,-4.966,-5.504,-4.856,-4.469,-4.803,-5.753
C39917930_P60569449,-5.088,-7.485,-6.787,-5.601,-4.629,-4.241,-5.034,-5.751
C86785899_P135839732,-6.313,-5.308,-5.739,-6.257,-6.408,-6.019,-6.086,-5.749
C40406245_P61332410,-4.769,-7.546,-5.755,-6.173,-4.271,-5.295,-6.193,-5.748
C85384066_P133594487,-5.153,-6.201,-5.685,-5.874,-5.848,-5.517,-5.521,-5.748
C48655001_P72719906,-5.21,-6.342,-6.067,-6.187,-4.639,-5.771,-6.362,-5.747
C39780212_P60326006,-4.242,-6.104,0,-5.958,-4.057,-3.099,-6.19,-5.746
C86471023_P135388681,-4.553,-6.174,-6.01,-6.613,-4.848,-5.097,-6.41,-5.744
C03074624_P07760490,-4.82,-6.182,-6.549,-6.452,-5.446,-5.852,-5.543,-5.744
C86319798_P135171823,-4.976,-6.55,-6.182,-7.06,-5.41,-5.248,-5.211,-5.744
C37805223_P56224659,-5.573,-6.042,-6.308,-6.598,-5.75,-4.939,-5.13,-5.744
C40238879_P61091671,-5.271,-7.646,-6.315,-6.792,-4.906,-5.08,-6.796,-5.743
C39946729_P97145178,-6.537,-6.919,-5.977,-7.374,-6.646,-6.169,-6.157,-5.743
C94591008_P148274358,-5.779,-6.108,-5.516,-6.995,-7.036,-5.767,-6.139,-5.743
C13285147_P20297010,-4.521,-5.78,-5.054,-6.203,-4.695,-4.573,-4.987,-5.743
C86675967_P135676208,-5.123,-5.961,-5.974,-6.108,-4.918,-4.561,-6.106,-5.742
C69181922_P106379277,-5.212,-6.197,-5.837,-5.956,-5.698,-5.456,-4.529,-5.742
C87782084_P137298323,-6.377,-6.363,-5.752,-5.952,-6.413,-6.204,-6.053,-5.741
C72204405_P112166893,-5.247,-6.13,-5.504,-6.04,-5.597,-4.948,-5.279,-5.74
C83652341_P130853318,-4.571,-5.036,-4.745,-5.539,-4.751,-4.56,-4.834,-5.74
C84949413_P132942017,-5.13,-6.265,-5.485,-6.211,-4.669,-5.194,-5.287,-5.739
C52841984_P79183736,-5.327,-6.177,-5.727,-5.958,-5.423,-5.461,-6.132,-5.737
C94181582_P147600806,-5.172,-5.572,-5.367,-5.768,-4.664,-4.508,-5.403,-5.737
C94320920_P147841423,-5.248,-5.853,-6.069,-6.356,-5.905,-5.682,-5.32,-5.736
C97366279_P154207007,-4.363,-6.243,-5.555,-6.105,-5.139,-5.735,-5.435,-5.735
C61122786_P93559988,-5.411,-6.305,-5.517,-6.202,-4.926,-5.506,-6.281,-5.731
C86111907_P134831159,-6.266,-5.489,-6.659,-5.871,-5.995,-6.22,-6.326,-5.73
C94314275_P147833661,-4.718,-5.898,-5.694,-6.398,-6.259,-5.086,-6.018,-5.73
C86423179_P135300396,-4.79,-6.704,-6.37,-5.797,-6.167,-6.069,-5.545,-5.728
C59107751_P89640760,-5.149,-4.888,-5.889,-5.762,-5.503,-5.955,-5.272,-5.727
C85574762_P133939404,-4.411,-5.715,-5.885,-6.058,-5.263,-4.947,-6.125,-5.726
C45894296_P69120199,-5.159,-6.196,-5.693,-5.976,-5.034,-5.586,-5.772,-5.726
C90397818_P141330676,-4.632,-5.833,-5.453,-5.219,-5.065,-5.542,-6.141,-5.725
C85828218_P134403414,-4.572,-5.558,-4.939,-6.062,-4.414,-4.519,-5.378,-5.725
C61826074_P94715134,-5.727,-6.38,-5.824,-7.07,-5.568,-4.887,-5.875,-5.724
C64703808_P99399259,-5.043,-5.965,-5.053,-6.401,-6.493,-4.711,-5.714,-5.722
C37995910_P57098511,-5.698,-6.53,-6.027,-6.624,-5.256,-5.864,-6.099,-5.718
C82359728_P128678766,-5.109,-5.705,-5.909,-5.905,-5.724,-4.744,-5.629,-5.717
C04358715_P05794293,-5.841,-5.262,-6.691,-5.085,-4.429,-5.27,-5.404,-5.716
C37438734_P55674345,-4.366,-6.25,-5.225,-6.36,-5.013,-4.757,-6.444,-5.714
C67872628_P104206593,-5.396,-7.593,-5.816,-7.897,-5.872,-5.561,-6.354,-5.714
C92683374_P145057899,-5.421,-5.607,-5.887,-6.059,-5.86,-5.8,-5.358,-5.713
C87009973_P136210061,-4.752,-4.817,-5.833,-5.355,-5.177,-6.103,-5.934,-5.712
C84932341_P132925516,-4.942,-5.761,-5.422,-5.727,-4.702,-5.62,-5.825,-5.712
C86075628_P134781844,-4.478,-5.704,-5.072,-5.336,-4.788,-4.417,-5.233,-5.708
C39946728_P97145176,-6.221,-6.704,-7.279,-7.252,-6.304,-5.574,-6.157,-5.707
C71151418_P109824710,-5.104,-5.742,-5.89,-5.851,-5.446,-5.336,-6.353,-5.705
C04580198_P24208623,-6.247,-6.535,-6.179,-6.62,-5.714,-6.322,-5.849,-5.705
C17917517_P112173182,-5.346,-6.41,-5.268,-5.849,-4.996,-5.606,-5.802,-5.705
C86423650_P135300867,-4.633,-6.855,-5.359,-5.523,-5.483,-6.113,-5.764,-5.705
C74583348_P116260761,-4.42,-5.247,-5.084,-4.956,-4.581,-4.032,-4.611,-5.704
C40238883_P61091675,-5.204,-7.026,-5.831,-6.603,-5.807,-4.999,-6.747,-5.703
C94246916_P147707904,-5.163,-6.184,-5.683,-6.108,-5.294,-6.24,-5.784,-5.703
C82959594_P129685390,-5.245,-6.413,-5.863,-6.611,-6.07,-6.278,-5.459,-5.702
C02632285_P128103021,-5.86,-6.302,-6.113,-6.232,-5.092,-4.963,-6.244,-5.701
C09241496_P14311602,-4.66,-5.943,-6.598,-7.355,-5.176,-4.967,-6.086,-5.701
C48860604_P73003685,-6.216,-6.113,-5.318,-6.825,-4.807,-4.703,-5.661,-5.701
C81538749_P127227316,-5.784,-6.774,-5.959,-6.703,-5.745,-6.338,-6.512,-5.7
C39900088_P60532032,-5.351,-6.942,-5.795,-7.317,-5.247,-5.555,-6.166,-5.699
C41726108_P63248640,-5.015,-6.962,-5.871,-5.751,-5.477,-5.836,-5.479,-5.699
C86330014_P135182049,-4.986,-6.937,-5.911,-7.138,-4.547,-6.12,-4.858,-5.698
C54747632_P82398674,-4.202,-5.319,-5.066,-5.903,-4.823,-4.317,-5.476,-5.697
C97663329_P154846414,-4.253,-5.658,-6.231,-7.071,-4.371,-5.118,-5.278,-5.693
C71598517_P110823464,-4.838,-5.942,-5.521,-5.91,-4.997,-4.943,-6.262,-5.692
C42015935_P63591600,-5.741,-5.889,-6.19,-6.109,-5.059,-5.708,-5.925,-5.691
C88055298_P137716115,-4.946,-5.742,-5.451,-6.359,-5.132,-5.684,-5.272,-5.691
C12112478_P20362343,-4.43,-6.24,-6.58,-7.201,-4.846,-5.315,-5.706,-5.69
C37357828_P55549711,-3.662,-5.536,-5.102,-5.425,-4.687,-4.518,-5.309,-5.689
C87368325_P136682893,-4.068,-4.4,-4.514,-5.263,-4.173,-4.875,-4.235,-5.689
C87506908_P136896866,-4.184,-4.866,-4.746,-5.4,-5.051,-4.85,-5.298,-5.685
C88605817_P138587863,-5.431,-5.639,-5.137,-6.208,-4.873,-5.411,-5.286,-5.685
C86423655_P135300872,-4.989,-5.032,-5.38,-6.328,-5.278,-5.478,-5.246,-5.685
C70227998_P108253568,-5.265,-5.785,-5.168,-6.037,-4.754,-4.975,-6.085,-5.684
C98231381_P156230527,-4.333,-6.489,-6.664,-7.683,-5.86,-6.858,-6.662,-5.683
C87410500_P136754656,-4.803,-5.542,-4.798,-6.136,-4.703,-4.939,-5.765,-5.683
C94179208_P147598432,-4.972,-5.081,-5.197,-6.171,-5.561,-6.13,-6.635,-5.681
C39946110_P97126604,-5.515,-5.633,-5.665,-6.879,-6.765,-4.289,-5.778,-5.681
C83651627_P130859566,-4.395,-6.078,-5.085,-5.548,-4.894,-4.74,-6.131,-5.68
C49934282_P74651016,-5.26,-5.397,-5.45,-5.901,-5.666,-5.995,-5.869,-5.679
