ZINC_ID, docking_score,Flag
C33797492_P50080967,-3.453,0
P99398386,-3.453,0
P155578855,-3.448,0
C72251510_P112266610,-3.443,0
C12565698_P18471842,-3.425,0
C36514631_P54288618,-3.417,0
C49723024_P74287999,-3.406,0
C36499660_P54257242,-3.405,0
C35420047_P52554461,-3.402,0
P54263079,-3.398,0
C08921649_P105509450,-3.396,0
P09359236,-3.394,0
P130012052,-3.392,0
P53609690,-3.392,0
P126187652,-3.379,0
C34941357_P51868080,-3.378,0
C21038566_P31408843,-3.376,0
P80508543,-3.371,0
C20468241_P30512483,-3.37,0
C18201824_P27237223,-3.364,0
C01940636_P10235483,-3.363,0
C04741906_P06798370,-3.354,0
P148485009,-3.342,0
P53494247,-3.33,0
P126198693,-3.328,0
C39915799_P60561845,-3.323,0
C13766935_P90013534,-3.315,0
C34780277_P152127694,-3.289,0
C35024021_P51985838,-3.275,0
C33592114_P49766513,-3.274,0
C22001757_P83168548,-3.272,0
C07166816_P11200727,-3.272,0
C59169020_P89791691,-3.264,0
C33509797_P49640038,-3.254,0
P53492453,-3.223,0
C08702604_P126245506,-3.193,0
P18166124,-3.192,0
P86115211,-3.185,0
P97686380,-3.185,0
P35708276,-3.179,0
C00717214_P05199754,-3.173,0
P109013438,-3.163,0
P99398363,-3.157,0
C98232209_P156232691,-3.151,0
C36680044_P58751476,-3.15,0
C97939680_P155479901,-3.131,0
C33813259_P56895969,-3.12,0
C33813259_P50104884,-3.12,0
P147991734,-3.115,0
P32297458,-3.114,0
C36571350_P54366829,-3.101,0
P54329403,-3.097,0
P24014730,-3.077,0
C35567353_P52784522,-3.068,0
C70665115_P109014192,-3.05,0
P149967239,-3.037,0
C35025012_P51987769,-3.025,0
C25082472_P37099020,-3.02,0
C22422768_P87764014,-3.007,0
C08399039_P155489965,-3.006,0
P122844408,-2.996,0
C31933044_P119925303,-2.956,0
P101820693,-2.943,0
C20212479_P30100395,-2.927,0
C24081293_P35711070,-2.923,0
P87392913,-2.911,0
C24080629_P35710684,-2.898,0
C33751871_P50012124,-2.867,0
C12104159_P58580692,-2.855,0
C21946220_P112676847,-2.851,0
P53514797,-2.803,0
C24273400_P35977379,-2.791,0
P21509324,-2.79,0
C22921162_P56773124,-2.763,0
P130801441,-2.737,0
P97668748,-2.714,0
P156203362,-2.703,0
P97685514,-2.627,0
P87397729,-2.505,0
C70712212_P109104426,-2.501,0
P144514873,-2.449,0
P66148154,-2.429,0
P60905437,-2.42,0
P105238532,-2.409,0
P97685976,-2.369,0
P52333277,-2.29,0
P65265310,-2.075,0
P53514837,-2.057,0
P120545845,-1.276,0
P97671168,-1.255,0
C67912404_P104267732,-0.959,0
C20595435_P30723717,-0.947,0
P20378851,-0.89,0
C68719020_P105474967,-0.878,0
P_notdocked1,0,0
P_notdocked2,0,0
P_notdocked3,0,0
P_notdocked4,0,0
P_notdocked5,0,0
P_notdocked6,0,0
P_notdocked7,0,0
P_notdocked8,0,0
P_notdocked9,0,0
P_notdocked10,0,0
P_notdocked11,0,0
